frame,ball_id,center_x,center_y,center_x_norm,center_y_norm
1933,3,728.3350916,521.2574576000001,0.5690116,0.72396876
1934,3,728.5747108,520.7607488,0.5691988,0.7232788800000001
1935,3,728.81433,520.26404,0.569386,0.722589
1936,3,728.2816,538.47394,0.56897,0.74788
1937,3,721.02295,518.4093,0.563299,0.720013
1938,3,721.4063776,518.300276,0.56359856,0.71986156
1939,3,721.7898052,518.1912520000001,0.56389812,0.71971012
1940,3,722.1732328,518.082228,0.56419768,0.71955868
1941,3,722.5566604,517.973204,0.56449724,0.71940724
1942,3,722.9400880000001,517.86418,0.5647968,0.7192558
1943,3,723.3235156000001,517.755156,0.56509636,0.71910436
1944,3,723.7069432000001,517.6461320000001,0.5653959199999999,0.71895292
1945,3,724.0903708000001,517.537108,0.56569548,0.71880148
1946,3,724.4737984000001,517.428084,0.56599504,0.71865004
1947,3,724.8572260000001,517.31906,0.5662946,0.7184986
1948,3,725.2406536000001,517.2100360000001,0.56659416,0.71834716
1949,3,725.6240812000001,517.1010120000001,0.5668937199999999,0.71819572
1950,3,726.0075088,516.991988,0.56719328,0.71804428
1951,3,726.3909364,516.882964,0.56749284,0.71789284
1952,3,726.774364,516.77394,0.5677924,0.7177414
1953,3,727.1577916,516.6649160000001,0.56809196,0.71758996
1954,3,727.5412192,516.5558920000001,0.5683915199999999,0.71743852
1955,3,727.9246468,516.446868,0.56869108,0.71728708
1956,3,728.3080744,516.337844,0.56899064,0.71713564
1957,3,728.691502,516.22882,0.5692902,0.7169842
1958,3,729.0749296,516.1197960000001,0.56958976,0.71683276
1959,3,729.4583572,516.0107720000001,0.5698893199999999,0.71668132
1960,3,729.8417848,515.901748,0.57018888,0.71652988
1961,3,730.2252124,515.792724,0.57048844,0.71637844
1962,3,730.60864,515.6837,0.570788,0.716227
1963,3,729.6542,543.8983,0.570042,0.755414
1964,3,725.82776,525.92224,0.567053,0.730448
1965,3,725.9608176,525.0804651999999,0.56715696,0.72927884
1966,3,726.0938752,524.2386904,0.5672609200000001,0.72810968
1967,3,726.2269328,523.3969155999999,0.5673648800000001,0.72694052
1968,3,726.3599904,522.5551408,0.5674688400000001,0.72577136
1969,3,726.493048,521.713366,0.5675728,0.7246022
1970,3,726.6261056,520.8715912,0.56767676,0.72343304
1971,3,726.7591632,520.0298164,0.56778072,0.72226388
1972,3,726.8922208,519.1880416,0.56788468,0.72109472
1973,3,727.0252783999999,518.3462668,0.56798864,0.71992556
1974,3,727.158336,517.504492,0.5680926000000001,0.7187564
1975,3,727.2913936,516.6627172,0.5681965600000001,0.71758724
1976,3,727.4244512,515.8209424,0.5683005200000001,0.71641808
1977,3,727.5575087999999,514.9791676,0.56840448,0.7152489200000001
1978,3,727.6905664,514.1373927999999,0.56850844,0.7140797600000001
1979,3,727.823624,513.295618,0.5686124,0.7129106000000001
1980,3,727.9566816,512.4538431999999,0.56871636,0.7117414400000001
1981,3,728.0897391999999,511.6120684,0.56882032,0.7105722800000001
1982,3,728.2227968,510.7702936,0.5689242800000001,0.70940312
1983,3,728.3558544,509.92851879999995,0.5690282400000001,0.70823396
1984,3,728.4889119999999,509.08674399999995,0.5691322000000001,0.7070648
1985,3,728.6219695999999,508.24496919999996,0.56923616,0.70589564
1986,3,728.7550272,507.40319439999996,0.56934012,0.70472648
1987,3,728.8880848,506.56141959999997,0.56944408,0.70355732
1988,3,729.0211423999999,505.71964479999997,0.56954804,0.70238816
1989,3,729.1542,504.87787,0.569652,0.701219
1990,3,729.83044,530.81274,0.57018,0.73724
1991,3,728.8861,526.9974,0.569442,0.731941
1992,3,720.73315,501.25867,0.563073,0.696193
1993,3,721.1760131818182,499.118475,0.5634189545454545,0.6932204999999999
1994,3,721.6188763636363,496.97828,0.5637649090909091,0.690248
1995,3,722.0617395454545,494.838085,0.5641108636363636,0.6872754999999999
1996,3,722.5046027272728,492.69789,0.5644568181818183,0.684303
1997,3,722.947465909091,490.55769499999997,0.5648027727272728,0.6813305
1998,3,723.3903290909091,488.4175,0.5651487272727272,0.6783579999999999
1999,3,723.8331922727273,486.277305,0.5654946818181819,0.6753855
2000,3,724.2760554545455,484.13711,0.5658406363636364,0.6724129999999999
2001,3,724.7189186363637,481.996915,0.566186590909091,0.6694405
2002,3,725.1617818181818,479.85672,0.5665325454545455,0.666468
2003,3,725.604645,477.716525,0.5668785000000001,0.6634955
2004,3,726.0475081818182,475.57633,0.5672244545454546,0.660523
2005,3,726.4903713636363,473.436135,0.5675704090909091,0.6575504999999999
2006,3,726.9332345454545,471.29594,0.5679163636363637,0.654578
2007,3,727.3760977272727,469.15574499999997,0.5682623181818182,0.6516055
2008,3,727.818960909091,467.01554999999996,0.5686082727272728,0.648633
2009,3,728.261824090909,464.875355,0.5689542272727273,0.6456605
2010,3,728.7046872727273,462.73516,0.5693001818181818,0.6426879999999999
2011,3,729.1475504545455,460.594965,0.5696461363636364,0.6397155
2012,3,729.5904136363637,458.45477,0.5699920909090909,0.636743
2013,3,730.0332768181818,456.314575,0.5703380454545455,0.6337705
2014,3,730.47614,454.17438,0.570684,0.630798
2015,3,726.309892,453.86105,0.5674292,0.6303628
2016,3,722.143644,453.54771999999997,0.5641744,0.6299276
2017,3,717.977396,453.23439,0.5609196,0.6294924
2018,3,713.811148,452.92106,0.5576648,0.6290572
2019,3,709.6449,452.60773,0.55441,0.628622
2020,3,702.46576,422.2855,0.548801,0.586508
2021,3,697.6399,396.78778,0.545031,0.551094
2022,3,691.4954,373.7005,0.540231,0.519028
2023,3,684.3811,349.93866,0.534673,0.486026
2024,3,676.7713,332.08481,0.5287275,0.461229
2025,3,669.1615,314.23096,0.522782,0.436432
2026,3,664.30286,297.17236,0.518987,0.412739
2027,3,658.9107,284.7738,0.514774,0.395519
2028,3,654.12036,278.8517,0.511032,0.387294
2029,3,648.6515,275.74698,0.506759,0.382982
2030,3,644.24,276.39197,0.503313,0.383878
2031,3,636.894615,269.6423825,0.49757425,0.3745035
2032,3,629.5492300000001,262.892795,0.4918355,0.36512900000000004
2033,3,622.203845,256.1432075,0.48609675,0.35575450000000003
2034,3,614.85846,249.39362,0.480358,0.34638
2035,3,603.5039300000001,241.38289,0.4714875,0.33525400000000005
2036,3,592.1494,233.37216,0.462617,0.324128
2037,3,580.77716,224.33792,0.453732,0.31158
2038,3,569.8391,215.85025,0.445187,0.299792
2039,3,559.0668,197.32748,0.436771,0.274066
2040,3,548.6543,185.59264,0.428636,0.257768
2041,3,541.63416,177.81818,0.423152,0.24697
2042,3,536.5149,171.91183,0.419152,0.238766
2043,3,532.2534,169.41156,0.415823,0.235294
2044,3,530.63525,170.1855,0.414559,0.236369
2045,3,530.9114,175.44366,0.414775,0.243672
2046,3,533.6195,183.02081,0.41689,0.254196
2047,3,537.9028,194.67313,0.420237,0.270379
2048,3,542.9255,214.8961,0.424161,0.298467
2049,3,551.20953,239.2109,0.430632,0.332237
2050,3,558.92004,265.64227,0.436656,0.368948
2051,3,567.1554,296.9473,0.44309,0.412427
3085,1,241.48657,566.3902,0.188661,0.786653
3086,1,254.82858,562.4518,0.199085,0.781183
3087,1,266.5466,558.2137,0.20824,0.775297
3088,1,279.03137,555.53796,0.217993,0.77158
3089,1,289.47766,553.04364,0.226154,0.768116
3090,1,297.64532,545.58136,0.232535,0.757752
3091,1,294.89636,537.7258,0.230388,0.746841
3092,1,292.28882,529.31305,0.228351,0.735157
3093,1,285.59506,523.4917,0.223121,0.727072
3094,1,279.74884,521.3415,0.218554,0.724085
3095,1,275.57767,523.1513,0.215295,0.726599
3096,1,267.9183,526.15784,0.209311,0.730775
3097,1,263.97632,533.8065,0.206231,0.741398
3098,1,257.26917,546.286,0.200992,0.758731
3099,1,251.76103,560.56934,0.196688,0.778569
3100,1,248.02707,565.571,0.193771,0.785515
3101,1,244.83289,561.80347,0.191276,0.780283
3102,1,242.1406,555.7445,0.189172,0.771867
3103,1,241.14096,551.2881,0.188391,0.765678
3104,1,237.03955,552.1876,0.185187,0.766927
3105,1,234.67477,553.2778,0.18334,0.768441
3106,1,232.0668,558.68896,0.181302,0.775957
3107,1,230.13814,566.97327,0.179795,0.787463
3108,1,227.57472,569.510185,0.17779250000000002,0.7909865
3109,1,225.0113,572.0471,0.17579,0.79451
3110,1,222.78793,569.70544,0.174053,0.791258
3111,1,218.61511,568.9817,0.170793,0.790252
3112,1,215.77673,569.62976,0.168576,0.791152
3113,1,213.56998,573.0294,0.166852,0.795874
3114,1,210.61101,581.6931,0.16454,0.807907
3115,1,208.4266,587.34436,0.162833,0.815756
3116,1,205.78955,589.22485,0.160773,0.818368
3117,1,200.49422,587.51306,0.156636,0.81599
3118,1,200.70663,584.68384,0.156802,0.812061
3119,1,195.16788,586.5632,0.152475,0.814671
3120,1,194.43713,591.1826,0.151904,0.821087
3121,1,190.72705,595.3263,0.149006,0.826842
3122,1,187.9733,596.6264,0.146854,0.828648
3123,1,182.65215,599.9639,0.142697,0.833283
3124,1,173.40558,597.66455,0.135473,0.83009
3125,1,163.72481,592.5513,0.12791,0.822988
3126,1,154.07875,589.89136,0.120374,0.819294
3127,1,144.5366,590.70764,0.112919,0.820427
3128,1,136.20932,596.08154,0.106414,0.827891
3129,1,127.3676,591.70276,0.099506,0.821809
3130,1,118.76285,589.39465,0.092783,0.818604
3131,1,115.88277,585.32806,0.090533,0.812956
3132,1,111.572784,574.4194,0.087166,0.797805
3133,1,106.81061,556.2797,0.083446,0.772611
3134,1,99.17398,533.6368,0.07748,0.741162
3135,1,86.14078,505.371,0.067297,0.701904
4956,2,725.98254,546.302,0.567174,0.758753
4957,2,718.1793,519.6699,0.561078,0.721764
4958,2,711.4078,478.02173,0.555787,0.663919
4959,2,704.2289,440.88162,0.550179,0.612336
4960,2,697.4845,407.6481,0.54491,0.566178
4961,2,689.17786,379.40515,0.53842,0.526952
4962,2,683.1915,352.9023,0.533743,0.490142
4963,2,676.20886,327.1968,0.528288,0.45444
4964,2,671.38403,308.1406,0.524519,0.427973
4965,2,663.46783,291.4816,0.518334,0.404836
4966,2,655.48676,278.39224,0.512099,0.386656
4967,2,649.19666,271.35043,0.507185,0.376876
4968,2,644.24786,266.66998,0.503319,0.370375
4969,2,636.833,265.88745,0.497526,0.369288
4970,2,631.5517,261.81918,0.4934,0.363638
4971,2,624.1247,258.44254,0.487597,0.358948
4972,2,616.16644,247.8248,0.48138,0.344201
4973,2,606.7727,235.88167,0.474041,0.327613
4974,2,596.630806,226.12931400000002,0.46611759999999997,0.31406819999999996
4975,2,586.488912,216.376958,0.4581942,0.3005234
4976,2,576.3470179999999,206.624602,0.45027079999999997,0.2869786
4977,2,566.205124,196.87224600000002,0.4423474,0.2734338
4978,2,556.06323,187.11989,0.434424,0.259889
4979,2,547.2948,179.52715,0.427574,0.249343
4980,2,539.16034,173.44225,0.421219,0.240892
4981,2,533.2428,170.60158,0.416596,0.236947
4982,2,528.79736,168.57852,0.413123,0.234137
4983,2,526.6539,169.67694,0.411448,0.235662
4984,2,526.5302,173.59308,0.411352,0.241101
4985,2,528.3506,180.28616,0.412774,0.250397
4986,2,532.5233,190.90366,0.416034,0.265144
4987,2,536.711,206.49713,0.419305,0.286802
4988,2,543.8022,226.91513,0.424845,0.31516
4989,2,550.64636,251.88666,0.430192,0.349843
4990,2,557.82654,279.78958,0.435802,0.388597
4991,2,565.6676,309.80524,0.441928,0.430285
4992,2,573.5045,347.2745,0.44805,0.482326
